city,Customer_Name,Customer_Segment,Discount,Number_of_Records,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Container,Product_Sub_Category,Profit,Region,Row_ID,Sales,Ship_Date,Ship_Mode,Shipping_Cost,State,Unit_Price,Zip_Code
Thomasville,Neil Knudson,Corporate,0.05,1,2015-06-14,43045,Medium,12,0.65,Office Supplies,Large Box,Storage and Organization,-1014.01,South,6859,7647.97,2015-06-15,Express Air,35,North Carolina,167.27,28403
Mooresville,MaryBeth Skach,Home Office,0.03,1,2015-06-14,14241,Critical,22,0.55,Furniture,Jumbo Box,Tables,-407.17,South,6078,418.44,2015-06-14,Delivery Truck,45.51,North Carolina,31.76,27360
Thomasville,Neil Knudson,Corporate,0.01,1,2015-06-14,43045,Medium,47,0.79,Office Supplies,Wrap Bag,Pens and Art Supplies,48.86,South,1996,263.63,2015-06-15,Regular Air,2.36,North Carolina,11.55,28115
Fort Bragg,Janet Lee,Consumer,0.06,1,2015-06-14,28899,Low,27,0.59,Furniture,Large Box,Office Furnishings,1126.72,South,6077,5301.2,2015-06-16,Regular Air,10.12,North Carolina,105.29,27360
Birmingham,Ionia McGrath,Small Business,0.02,1,2015-06-15,6183,Medium,41,0.35,Technology,Small Box,Telephones and Communication,750.55,South,4055,4488.26,2015-06-16,Regular Air,5,North Carolina,205.99,28307
North Ridgeville,Sally Hughsby,Consumer,0.02,1,2015-06-15,16897,Not Specified,1,0.57,Office Supplies,Small Box,Paper,951.5,South,865,1991.93,2015-06-16,Regular Air,5.86,Alabama,48.94,35211
Lancaster,Duane Huffman,Consumer,0.07,1,2015-06-15,13383,Not Specified,35,0.84,Furniture,Jumbo Drum,Chairs and Chairmats,-183.09,East,2344,379.8,2015-06-17,Delivery Truck,58.95,Ohio,320.98,44039
North Ridgeville,Sally Hughsby,Consumer,0.06,1,2015-06-15,16897,Not Specified,48,0.38,Office Supplies,Large Box,Storage and Organization,-1072.97,Central,1862,750.03,2015-06-17,Regular Air,35,Texas,20.34,75146
Gorham,Michael Paige,Small Business,0.07,1,2015-06-16,29893,Medium,24,0.72,Office Supplies,Wrap Bag,Pens and Art Supplies,14.97,East,2345,107.7,2015-06-17,Regular Air,1,Ohio,2.21,44039
Pearland,Tamara Chand,Consumer,0,1,2015-06-16,53698,Medium,10,0.52,Office Supplies,Jumbo Drum,Storage and Organization,426.67,East,4205,5452.9,2015-06-17,Delivery Truck,28.66,Maine,225.02,4038
Flint,Liz Price,Corporate,0.04,1,2015-06-16,19972,Critical,6,0.39,Office Supplies,Wrap Bag,Pens and Art Supplies,13.38,Central,7521,55.33,2015-06-17,Express Air,0.71,Texas,4.84,77581
Owatonna,Theone Pippenger,Corporate,0.09,1,2015-06-17,1346,High,48,0.6,Furniture,Small Pack,Office Furnishings,-21.09,Central,2761,97.86,2015-06-18,Regular Air,8.99,Michigan,14.98,48505
Southgate,Cathy Armstrong,Consumer,0.06,1,2015-06-17,30147,Not Specified,37,0.49,Furniture,Jumbo Box,Bookcases,421.15,Central,206,4789.89,2015-06-19,Delivery Truck,26.22,Minnesota,100.98,55060
Clinton,Michelle Huthwaite,Home Office,0.1,1,2015-06-18,43488,Critical,28,0.49,Furniture,Small Box,Office Furnishings,29.73,Central,4237,740.14,2015-06-19,Regular Air,10.49,Michigan,19.98,48195
Clinton,Michelle Huthwaite,Home Office,0.08,1,2015-06-18,43488,Critical,46,0.59,Furniture,Small Pack,Office Furnishings,42.39,East,6140,547.32,2015-06-19,Regular Air,6.67,Maryland,20.24,20735
Clinton,Michelle Huthwaite,Home Office,0,1,2015-06-18,43488,Critical,46,0.38,Office Supplies,Small Box,Appliances,483.67,East,6138,2116.2,2015-06-19,Regular Air,4.5,Maryland,48.92,20735
Danville,Katherine Hughes,Consumer,0.05,1,2015-06-18,59680,Critical,15,0.61,Office Supplies,Small Box,Envelopes,399.12,East,6139,766.36,2015-06-19,Regular Air,1.39,Maryland,15.57,20735
College Park,Michelle Huthwaite,Home Office,0.05,1,2015-06-18,43488,Critical,13,0.38,Technology,Small Pack,Computer Peripherals,-37.67,South,8347,17.77,2015-06-19,Regular Air,2.96,Virginia,0.99,24541
College Park,Michelle Huthwaite,Home Office,0.06,1,2015-06-18,43488,Critical,3,0.4,Office Supplies,Small Box,Binders and Binder Accessories,6.77,East,6141,192.44,2015-06-20,Regular Air,6.46,Maryland,14.48,20740
Huber Heights,John Lucas,Small Business,0.08,1,2015-06-19,33541,Critical,43,0.43,Technology,Large Box,Copiers and Fax,-1569.06,East,6142,1294.35,2015-06-20,Regular Air,24.49,Maryland,449.99,20740
Saco,Damala Kotsonis,Corporate,0.09,1,2015-06-19,6885,Low,40,0.38,Furniture,Small Pack,Office Furnishings,16.14,East,4709,512.78,2015-06-19,Regular Air,6.02,Ohio,12.2,45424
Costa Mesa,Nicole Brennan,Home Office,0.1,1,2015-06-19,33222,Medium,30,0.7,Technology,Medium Box,Office Machines,166.93,East,953,879.54,2015-06-19,Regular Air,6.3,Maine,23.99,4072
Xenia,Jane Waco,Corporate,0.03,1,2015-06-19,46497,High,30,0.58,Furniture,Jumbo Drum,Chairs and Chairmats,-626.08,West,4670,1676.46,2015-06-20,Delivery Truck,30,California,60.98,92627
Holbrook,Karen Ferguson,Home Office,0.1,1,2015-06-19,26407,Critical,16,0.55,Office Supplies,Small Pack,Pens and Art Supplies,-30.07,East,6533,630.54,2015-06-20,Regular Air,8.99,Ohio,20.15,45385
Northampton,Damala Kotsonis,Corporate,0.02,1,2015-06-19,6885,Low,4,0.69,Technology,Small Box,Telephones and Communication,35.65,East,3696,1985.69,2015-06-20,Regular Air,8.99,New York,155.99,11741
Holbrook,Karen Ferguson,Home Office,0.04,1,2015-06-19,26407,Critical,34,0.8,Furniture,Jumbo Drum,Chairs and Chairmats,-181.27,East,952,481.27,2015-06-21,Delivery Truck,30,MA,113.98,1060
Costa Mesa,Nicole Brennan,Home Office,0.05,1,2015-06-19,33222,Medium,18,0.38,Office Supplies,Large Box,Storage and Organization,171.3,East,3695,9522.12,2015-06-21,Regular Air,35,New York,279.48,11741
Costa Mesa,Nicole Brennan,Home Office,0.02,1,2015-06-19,33222,Medium,48,0.56,Office Supplies,Small Box,Binders and Binder Accessories,-56.21,West,4669,420.76,2015-06-21,Regular Air,15.1,California,22.38,92627
Chula Vista,Maureen Gastineau,Consumer,0.01,1,2015-06-20,967,Medium,42,0.59,Office Supplies,Wrap Bag,Pens and Art Supplies,28.89,West,4671,145.66,2015-06-21,Regular Air,0.7,California,2.88,92627
Bradenton,Gary Hwang,Home Office,0.05,1,2015-06-20,8294,Medium,28,0.6,Office Supplies,Small Pack,Pens and Art Supplies,502.42,West,157,1634.9,2015-06-21,Regular Air,2.9,California,37.74,91911
Chula Vista,Maureen Gastineau,Consumer,0.03,1,2015-06-20,967,Medium,6,0.39,Technology,Medium Box,Telephones and Communication,-90.84,South,1138,197.57,2015-06-21,Regular Air,5.03,Florida,7.99,34210
Chula Vista,Maureen Gastineau,Consumer,0.01,1,2015-06-20,967,Medium,48,0.68,Technology,Medium Box,Office Machines,-37.58,West,156,90.56,2015-06-22,Regular Air,7.51,California,13.99,91911
Waynesboro,Richard Bierner,Small Business,0.03,1,2015-06-20,41667,High,18,0.57,Furniture,Jumbo Box,Tables,1836.81,West,158,11278.18,2015-06-23,Delivery Truck,32.48,California,227.55,91911
Sharon,Mark Cousins,Corporate,0.09,1,2015-06-22,49255,High,20,0,Technology,Small Box,Telephones and Communication,132.37,South,5875,1062.22,2015-06-23,Regular Air,5.31,Virginia,65.99,22980
Lawndale,Barry Pond,Consumer,0.08,1,2015-06-22,25986,Medium,48,0.36,Furniture,Jumbo Box,Bookcases,-102.3,East,6907,1357.44,2015-06-23,Delivery Truck,26.85,Pennsylvania,70.98,16146
Troy,Mark Cousins,Corporate,0.08,1,2015-06-23,24580,High,25,0.58,Office Supplies,Small Box,Paper,-71.45,West,3637,278.07,2015-06-23,Regular Air,4.96,California,5.78,90260
Warren,Mark Cousins,Corporate,0.01,1,2015-06-23,24580,High,14,0.41,Office Supplies,Small Pack,Pens and Art Supplies,130.8,Central,3446,1081.22,2015-06-24,Regular Air,8.99,Michigan,43.98,48098
Fargo,Sandra Glassco,Home Office,0.09,1,2015-06-24,11044,Medium,3,0.56,Furniture,Small Pack,Office Furnishings,-31.45,Central,3447,36.41,2015-06-25,Regular Air,4.57,Michigan,2.23,48093
Oxnard,Debra Catini,Small Business,0.04,1,2015-06-24,46691,Critical,47,0.58,Office Supplies,Wrap Bag,Pens and Art Supplies,-12.58,Central,1533,14.49,2015-06-25,Regular Air,5,North Dakota,3.28,58103
Boston,Dean Percer,Home Office,0.04,1,2015-06-24,12005,Not Specified,4,0.57,Furniture,Large Box,Office Furnishings,-458.33,West,6566,1676.25,2015-06-26,Regular Air,22.6,California,36.65,93030
Royal Palm Beach,Victor Price,Consumer,0.03,1,2015-06-24,19718,Low,6,0.39,Office Supplies,Small Box,Storage and Organization,-164.59,East,1665,1660.86,2015-06-26,Regular Air,11.37,MA,415.88,2108
Coachella,Michael Stewart,Small Business,0.09,1,2015-06-25,55494,Not Specified,49,0.6,Technology,Medium Box,Office Machines,-38.29,South,2732,89.75,2015-06-29,Regular Air,7.51,Florida,13.99,33411
Kansas City,Sonia Sunley,Corporate,0.01,1,2015-06-25,19074,Critical,17,0.58,Office Supplies,Small Pack,Pens and Art Supplies,-115.66,West,7757,544.89,2015-06-26,Regular Air,5.81,California,11.97,92236
Coachella,Michael Stewart,Small Business,0.08,1,2015-06-25,55494,Not Specified,4,0.36,Office Supplies,Jumbo Drum,Appliances,191.47,Central,2635,3816.59,2015-06-27,Delivery Truck,68.02,Kansas,208.16,66104
Maryland Heights,Bruce Stewart,Corporate,0,1,2015-06-26,24386,High,15,0.39,Office Supplies,Small Box,Envelopes,0.85,West,7756,57.82,2015-06-27,Express Air,4.8,California,10.98,92236
East Meadow,Fred Chung,Corporate,0.03,1,2015-06-26,57025,Medium,8,0.39,Office Supplies,Small Box,Labels,29.67,Central,3417,76.94,2015-06-27,Express Air,0.99,MO,4.13,63043
Maryland Heights,Bruce Stewart,Corporate,0.03,1,2015-06-26,24386,High,41,0.46,Office Supplies,Small Box,Binders and Binder Accessories,2.29,East,7971,71.1,2015-06-28,Regular Air,2.99,New York,8.69,11554
Maryland Heights,Bruce Stewart,Corporate,0.01,1,2015-06-26,24386,High,12,0.74,Technology,Small Box,Computer Peripherals,1653.96,Central,3415,4256.51,2015-06-28,Regular Air,7.18,MO,100.97,63043
Dundalk,Helen Wasserman,Home Office,0,1,2015-06-26,14210,Not Specified,19,0.41,Technology,Small Box,Computer Peripherals,-102.74,Central,3416,503.08,2015-06-28,Regular Air,6.5,MO,40.98,63043
Quincy,Charles McCrossin,Corporate,0.04,1,2015-06-26,47620,Low,27,0.57,Technology,Small Pack,Computer Peripherals,213.2,East,1989,676.79,2015-06-28,Regular Air,1.99,Maryland,33.29,21222
Wellesley,Natalie Webber,Corporate,0.08,1,2015-06-27,6695,Low,49,0.39,Office Supplies,Small Pack,Scissors Rulers and Trimmers,20.27,Central,6692,302.2,2015-07-05,Regular Air,3.37,Illinois,10.98,62301
Belvidere,Beth Thompson,Corporate,0.03,1,2015-06-27,16706,High,47,0.73,Office Supplies,Small Box,Binders and Binder Accessories,-279.93,East,926,295.24,2015-06-27,Express Air,8.49,MA,5.81,2457
Belvidere,Beth Thompson,Corporate,0.01,1,2015-06-27,16706,High,6,0.58,Furniture,Wrap Bag,Office Furnishings,-1003.58,Central,2316,1943.72,2015-06-28,Regular Air,34.2,Illinois,41.47,61008
Meridian,Joel Eaton,Home Office,0.03,1,2015-06-27,33793,Critical,17,0.39,Office Supplies,Wrap Bag,Pens and Art Supplies,-4.06,Central,2317,18.37,2015-06-28,Regular Air,1.2,Illinois,2.78,61008
Gainesville,Roy Skaria,Corporate,0.01,1,2015-06-27,17508,Low,50,0.56,Office Supplies,Small Box,Binders and Binder Accessories,-137.75,South,4752,267.58,2015-06-28,Regular Air,15.09,Mississippi,15.16,39301
Colchester,Michael Kennedy,Corporate,0.08,1,2015-06-27,43751,High,43,0.81,Office Supplies,Wrap Bag,Pens and Art Supplies,11.28,South,2413,99.08,2015-06-29,Express Air,0.7,Florida,1.76,32601
Belvidere,Beth Thompson,Corporate,0.07,1,2015-06-27,16706,High,49,0.55,Office Supplies,Small Box,Storage and Organization,-130.96,East,6174,621.44,2015-06-29,Regular Air,4.53,Vermont,15.14,5439
Haltom City,Magdelene Morse,Home Office,0.01,1,2015-06-27,46626,Low,8,0.58,Technology,Small Box,Telephones and Communication,1881.58,Central,2318,6175.78,2015-06-29,Express Air,3.9,Illinois,155.99,61008
Miramar,Penelope Sewall,Home Office,0.09,1,2015-06-28,29191,Medium,26,0.76,Furniture,Jumbo Drum,Chairs and Chairmats,-276.95,Central,6558,825.96,2015-07-01,Delivery Truck,58.2,Texas,95.98,76117
Bloomington,Carlos Soltero,Consumer,0.07,1,2015-06-28,44037,High,39,0.41,Furniture,Jumbo Box,Tables,-650.11,South,4099,7201.89,2015-06-29,Delivery Truck,54.12,Florida,296.18,33023
Hinesville,Toby Grace,Home Office,0.05,1,2015-06-28,50466,Critical,32,0.38,Furniture,Small Pack,Office Furnishings,326.43,Central,6219,835.55,2015-06-30,Regular Air,5.08,Indiana,22.23,47401
Bloomington,Carlos Soltero,Consumer,0.07,1,2015-06-28,44037,High,38,0.55,Office Supplies,Small Box,Binders and Binder Accessories,2754.16,South,7071,6892.07,2015-06-30,Express Air,15.01,Georgia,223.98,31313
Mundelein,Sylvia Foulston,Corporate,0,1,2015-06-28,24743,Low,26,0.57,Technology,Small Pack,Telephones and Communication,557.6,Central,6220,1799.61,2015-06-30,Regular Air,1.25,Indiana,55.99,47401
Mundelein,Sylvia Foulston,Corporate,0.06,1,2015-06-28,24743,Low,47,0.59,Furniture,Large Box,Chairs and Chairmats,753.61,Central,3479,3758.77,2015-07-03,Regular Air,24.49,Illinois,140.81,60060
Schererville,Jennifer Braxton,Small Business,0,1,2015-06-29,48067,Low,24,0.6,Furniture,Jumbo Drum,Chairs and Chairmats,176.67,Central,3478,9633.59,2015-07-05,Delivery Truck,64.2,Illinois,216.6,60060
Erie,Hallie Redmond,Small Business,0.07,1,2015-06-29,52324,Not Specified,4,0.69,Technology,Small Box,Telephones and Communication,630.7,Central,6750,4010.94,2015-06-29,Express Air,8.99,Indiana,195.99,46375
Claremont,Maureen Gastineau,Consumer,0.03,1,2015-06-29,28387,Not Specified,37,0.38,Furniture,Jumbo Drum,Chairs and Chairmats,-224.35,East,7346,757.11,2015-06-30,Delivery Truck,30,Pennsylvania,180.98,16509
Claremont,Maureen Gastineau,Consumer,0.06,1,2015-06-29,28387,Not Specified,13,0.39,Office Supplies,Small Box,Envelopes,1125.42,West,3973,3212.97,2015-06-30,Regular Air,19.99,California,83.93,91711
Wheat Ridge,Cynthia Delaney,Corporate,0.08,1,2015-06-29,23685,Not Specified,46,0.59,Office Supplies,Small Box,Paper,60.36,West,3974,292.95,2015-06-30,Regular Air,5.47,California,22.84,91711
Kenmore,Katherine Nockton,Corporate,0.1,1,2015-06-29,17414,High,32,0.36,Technology,Small Box,Telephones and Communication,2229.48,West,3316,7928.56,2015-06-30,Regular Air,5,Colorado,205.99,80033
Schererville,Jennifer Braxton,Small Business,0.05,1,2015-06-29,48067,Low,31,0.59,Office Supplies,Small Box,Paper,34.29,East,2406,347.93,2015-07-01,Regular Air,5.01,New York,11.34,14217
Kenmore,Katherine Nockton,Corporate,0.07,1,2015-06-29,17414,High,39,0.52,Technology,Small Box,Telephones and Communication,695.06,Central,6749,3229.66,2015-07-01,Express Air,3,Indiana,125.99,46375
Fort Wayne,Erica Bern,Corporate,0.1,1,2015-06-29,4416,Low,46,0.4,Technology,Small Box,Computer Peripherals,448.07,East,2405,3755.43,2015-07-01,Regular Air,19.99,New York,99.99,14217
Park Ridge,Carlos Daly,Home Office,0.04,1,2015-06-29,26272,Low,6,0.57,Office Supplies,Small Box,Binders and Binder Accessories,2665.4,Central,632,7441.29,2015-07-03,Regular Air,19.99,Indiana,165.98,46806
Freeport,Joy Bell,Home Office,0,1,2015-06-30,46912,Low,5,0.54,Furniture,Large Box,Chairs and Chairmats,-4.19,Central,3666,905.94,2015-07-08,Express Air,24.49,Illinois,140.81,60068
Iowa City,Michelle Arnett,Home Office,0.04,1,2015-06-30,17826,High,18,0.37,Furniture,Small Box,Office Furnishings,181.53,Central,6591,294,2015-06-30,Regular Air,14.83,Illinois,54.74,61032
Mount Pleasant,Sarah Bern,Corporate,0.07,1,2015-07-01,40801,Not Specified,20,0.37,Office Supplies,Small Box,Binders and Binder Accessories,-88.61,Central,2452,78.93,2015-07-01,Regular Air,7.01,Iowa,3.89,52240
Mechanicsville,Liz MacKendrick,Corporate,0,1,2015-07-02,37313,Not Specified,44,0.78,Office Supplies,Small Box,Paper,-56.15,Central,5742,129.16,2015-07-01,Regular Air,6.22,Michigan,6.48,48858
Hingham,Mark Haberlin,Small Business,0.05,1,2015-07-02,55938,Not Specified,18,0,Furniture,Wrap Bag,Office Furnishings,-634.49,South,5242,3304.38,2015-07-03,Regular Air,37.58,Virginia,70.71,23111
Clifton,Mark Haberlin,Small Business,0.08,1,2015-07-02,55938,Not Specified,42,0.38,Office Supplies,Large Box,Storage and Organization,-468.89,East,7826,1769.9,2015-07-03,Express Air,35,MA,95.99,2018
University City,Guy Thornton,Corporate,0.02,1,2015-07-02,55526,High,23,0.37,Office Supplies,Small Box,Paper,192.88,East,7825,802.46,2015-07-03,Express Air,5.97,New Jersey,19.98,7011
Auburn,Bill Eplett,Corporate,0.04,1,2015-07-02,4096,Not Specified,21,0.39,Office Supplies,Small Box,Paper,38.11,Central,7760,445.17,2015-07-03,Regular Air,9.03,MO,18.97,63130
Lake Elsinore,Adam Hart,Corporate,0.06,1,2015-07-02,23297,Critical,20,0.5,Office Supplies,Small Box,Labels,53.58,East,599,128.28,2015-07-03,Regular Air,0.5,New York,6.3,13021
Lake Elsinore,Adam Hart,Corporate,0.05,1,2015-07-02,23297,Critical,34,0.59,Office Supplies,Medium Box,Appliances,79.52,West,3251,498.68,2015-07-04,Regular Air,5.37,California,25.98,92530
Mechanicsville,Liz MacKendrick,Corporate,0.07,1,2015-07-02,37313,Not Specified,17,0.58,Office Supplies,Small Box,Storage and Organization,1547.78,West,3252,5208.78,2015-07-04,Regular Air,7.07,California,155.06,92530
Asbury Park,Denise Leinenbach,Home Office,0.07,1,2015-07-02,4103,Low,3,0.59,Technology,Small Box,Telephones and Communication,-71.19,South,5243,908.41,2015-07-04,Express Air,8.99,Virginia,65.99,23111
Peoria,Carlos Daly,Corporate,0.03,1,2015-07-03,50914,Critical,49,0.58,Office Supplies,Small Pack,Pens and Art Supplies,-28.43,East,604,42.5,2015-07-06,Regular Air,8.99,New Jersey,11.66,7712
Bozeman,Ken Dana,Corporate,0.06,1,2015-07-03,29761,Medium,48,0.57,Technology,Small Box,Telephones and Communication,2763.13,Central,7136,8551.54,2015-07-03,Regular Air,8.99,Illinois,195.99,61604
Butte,Ken Dana,Corporate,0.03,1,2015-07-03,29761,Medium,19,0.6,Technology,Small Pack,Telephones and Communication,446.99,West,4184,1463.11,2015-07-04,Regular Air,1.25,Montana,35.99,59715
Pittsburg,Dennis Bolton,Consumer,0.04,1,2015-07-03,21509,High,13,0.38,Furniture,Small Box,Office Furnishings,-34.17,West,4186,123.67,2015-07-05,Regular Air,5.22,Montana,6.24,59750
New Iberia,Sung Shariari,Corporate,0,1,2015-07-03,43555,Medium,34,0.81,Office Supplies,Small Box,Labels,15.82,Central,2978,47.93,2015-07-05,Regular Air,0.5,Kansas,3.69,66762
Butte,Ken Dana,Corporate,0.02,1,2015-07-03,29761,Medium,42,0.5,Office Supplies,Wrap Bag,Rubber Bands,-17.48,South,6152,43.54,2015-07-05,Regular Air,0.7,Louisiana,1.26,70560
Kansas City,Meg O'Connel,Small Business,0.02,1,2015-07-05,46726,Not Specified,46,0.58,Office Supplies,Medium Box,Appliances,262.32,West,4185,1085.4,2015-07-06,Regular Air,5.37,Montana,25.98,59750
Columbus,Harold Pawlan,Small Business,0.02,1,2015-07-05,51747,Medium,3,0.38,Office Supplies,Small Pack,Scissors Rulers and Trimmers,-255.22,Central,6572,325.97,2015-07-05,Regular Air,8.37,MO,6.84,64130
Kirkwood,Meg O'Connel,Small Business,0.02,1,2015-07-05,46726,Not Specified,10,0.35,Office Supplies,Small Box,Labels,-0.98,Central,7252,12.11,2015-07-06,Regular Air,0.5,Nebraska,3.69,68601
Louisville,Anthony O'Donnell,Consumer,0.09,1,2015-07-06,4741,Not Specified,40,0.43,Office Supplies,Small Box,Binders and Binder Accessories,8.27,Central,6573,49.65,2015-07-07,Regular Air,1.49,MO,4.55,63122
Baytown,Darren Budd,Consumer,0.09,1,2015-07-07,41120,Low,35,0,Furniture,Small Pack,Office Furnishings,-131.63,West,679,342.97,2015-07-07,Regular Air,8.54,Colorado,8.75,80027
Baytown,Darren Budd,Consumer,0.02,1,2015-07-07,41120,Low,13,0.48,Furniture,Medium Box,Chairs and Chairmats,100.5,Central,5796,870.75,2015-07-09,Regular Air,5.3,Texas,26.64,77520
West Lafayette,Joy Smith,Corporate,0.05,1,2015-07-07,32835,Medium,15,0.56,Furniture,Medium Box,Office Furnishings,9.53,Central,5797,43.37,2015-07-09,Regular Air,0.99,Texas,3.08,77520
Brownsville,Dave Hallsten,Corporate,0.09,1,2015-07-07,30436,Low,30,0.37,Technology,Small Box,Telephones and Communication,-19.44,Central,4611,572.43,2015-07-09,Regular Air,4.99,Indiana,45.99,47906
Tempe,Ed Braxton,Home Office,0,1,2015-07-08,13923,High,49,0.39,Office Supplies,Small Box,Binders and Binder Accessories,-152.13,Central,4277,121.19,2015-07-12,Express Air,7.01,Texas,3.89,78521
Tempe,Ed Braxton,Home Office,0.04,1,2015-07-08,13923,High,27,0.72,Office Supplies,Small Box,Paper,172.62,West,1945,1220.23,2015-07-09,Regular Air,11.54,Arizona,22.84,85281
Columbia,Roy Collins,Corporate,0.02,1,2015-07-08,48577,Medium,6,0.4,Office Supplies,Jumbo Drum,Storage and Organization,554.55,West,1946,6152.8,2015-07-10,Delivery Truck,28.66,Arizona,225.02,85281
Tempe,Ed Braxton,Home Office,0.04,1,2015-07-08,13923,High,39,0.6,Office Supplies,Small Box,Paper,34.98,South,6822,201.83,2015-07-10,Regular Air,5.09,Tennessee,30.98,38401
Temecula,Ed Braxton,Home Office,0.08,1,2015-07-08,13923,High,28,0.36,Office Supplies,Large Box,Appliances,-1795.74,West,1944,220.09,2015-07-10,Regular Air,49,Arizona,4.48,85281
Skokie,Doug Bickford,Corporate,0.09,1,2015-07-09,58368,High,5,0.73,Technology,Jumbo Drum,Office Machines,2066.12,West,1943,4332.3,2015-07-10,Delivery Truck,15.59,California,200.97,92592
Owasso,Pete Armstrong,Consumer,0.08,1,2015-07-09,2209,High,42,0.56,Office Supplies,Small Box,Storage and Organization,-76.11,Central,8164,325.43,2015-07-09,Express Air,6.88,Illinois,64.98,60076
Owasso,Pete Armstrong,Consumer,0.02,1,2015-07-09,2209,High,1,0.39,Office Supplies,Wrap Bag,Pens and Art Supplies,25.88,Central,318,174.59,2015-07-09,Regular Air,0.94,Oklahoma,4.28,74055
Saint Charles,Doug Bickford,Corporate,0.02,1,2015-07-09,58368,High,39,0.37,Office Supplies,Wrap Bag,Paper,-1.82,Central,317,5.68,2015-07-10,Regular Air,0.88,Oklahoma,4.76,74055
Owasso,Pete Armstrong,Consumer,0.1,1,2015-07-09,2209,High,13,0.59,Office Supplies,Small Box,Paper,-206.46,Central,8163,272.07,2015-07-10,Regular Air,9.54,Illinois,6.48,60174
Owasso,Pete Armstrong,Consumer,0,1,2015-07-09,2209,High,27,0.57,Technology,Small Box,Telephones and Communication,-161.12,Central,319,1265.5,2015-07-10,Regular Air,3,Oklahoma,125.99,74055
Saint Charles,Doug Bickford,Corporate,0,1,2015-07-09,58368,High,4,0.43,Furniture,Jumbo Drum,Chairs and Chairmats,2245.24,Central,316,9418.73,2015-07-11,Delivery Truck,58.95,Oklahoma,320.98,74055
Detroit,Kristina Nunn,Consumer,0.02,1,2015-07-09,24450,Critical,37,0.58,Furniture,Small Box,Office Furnishings,-4.43,Central,8162,14.23,2015-07-11,Regular Air,5.33,Illinois,2.08,60174
Detroit,Kristina Nunn,Consumer,0.03,1,2015-07-09,24450,Critical,4,0.36,Office Supplies,Small Box,Appliances,-21.73,Central,3425,443.35,2015-07-11,Regular Air,4.98,Michigan,11.97,48227
Danville,Grant Carroll,Corporate,0.05,1,2015-07-09,28165,Not Specified,2,0.38,Office Supplies,Small Box,Paper,-12.88,Central,3427,30.85,2015-07-11,Regular Air,5.79,Michigan,5.98,48227
Longview,Frank Carlisle,Small Business,0.09,1,2015-07-09,25569,High,27,0.38,Office Supplies,Small Box,Binders and Binder Accessories,-12.8,Central,3952,24.96,2015-07-11,Regular Air,2.99,Illinois,10.91,61832
Detroit,Kristina Nunn,Consumer,0.08,1,2015-07-09,24450,Critical,41,0.45,Office Supplies,Small Box,Paper,-14.03,Central,3584,311.21,2015-07-11,Regular Air,6.47,Texas,12.28,75601
Eagle,Tom Prescott,Small Business,0.09,1,2015-07-09,44486,Critical,36,0.36,Furniture,Small Pack,Office Furnishings,-100.15,Central,3426,392.61,2015-07-12,Express Air,7.29,Michigan,9.48,48227
Gillette,Harry Greene,Corporate,0.02,1,2015-07-09,52706,Low,34,0.38,Office Supplies,Small Box,Paper,-66.93,West,6285,198.1,2015-07-12,Regular Air,4.96,Idaho,5.78,83616
Mankato,Roland Black,Small Business,0.03,1,2015-07-10,53600,Medium,8,0.36,Office Supplies,Small Box,Binders and Binder Accessories,480.53,West,7396,1041.66,2015-07-16,Express Air,1.49,Wyoming,28.53,82716
Springville,Emily Grady,Home Office,0.09,1,2015-07-10,30403,High,24,0.66,Office Supplies,Small Box,Binders and Binder Accessories,-17.95,Central,7509,55.59,2015-07-11,Express Air,5.74,Minnesota,5.18,56001
Eden Prairie,Nathan Cano,Consumer,0.04,1,2015-07-10,34822,Not Specified,23,0.44,Office Supplies,Small Box,Storage and Organization,221.71,West,4273,3583.52,2015-07-11,Regular Air,19.99,Utah,161.55,84663
Troy,Vivek Grady,Home Office,0,1,2015-07-10,17797,Low,10,0.78,Technology,Small Pack,Computer Peripherals,323.73,Central,4895,990.5,2015-07-11,Regular Air,1.99,Minnesota,43.98,55343
Lafayette,Nick Crebassa,Corporate,0.05,1,2015-07-10,45767,High,49,0.58,Furniture,Jumbo Box,Bookcases,-486.12,East,2448,1077.28,2015-07-12,Delivery Truck,57.38,Ohio,100.98,45373
Springville,Emily Grady,Home Office,0.05,1,2015-07-10,30403,High,41,0.38,Office Supplies,Small Box,Storage and Organization,20.86,South,6441,841.51,2015-07-12,Express Air,6.25,Louisiana,16.91,70506
Troy,Vivek Grady,Home Office,0.02,1,2015-07-10,17797,Low,16,0.39,Office Supplies,Small Box,Binders and Binder Accessories,-160.82,West,4272,305.01,2015-07-12,Express Air,7.72,Utah,7.3,84663
Broken Arrow,Joni Blumstein,Home Office,0.03,1,2015-07-11,1793,Not Specified,36,0.4,Office Supplies,Small Box,Envelopes,-8.89,East,2449,61.52,2015-07-14,Regular Air,2.5,Ohio,3.69,45373
Saginaw,Khloe Miller,Corporate,0.03,1,2015-07-11,29985,Critical,22,0.41,Office Supplies,Small Box,Binders and Binder Accessories,-71.9,Central,257,233.43,2015-07-11,Regular Air,5.36,Oklahoma,6.28,74012
